seqID,scaffoldID,gene_start,gene_end,gene_direction,cluster_ID,taxonomic_assignment,metabolic_assignment,gene_info
BLI21_coassembly_000000025634_13,BLI21_coassembly_000000025634,899,1255,-,BLI_hgcA_clstr_0027,Desulfomonilaceae,SRB,NA
BLI21_coassembly_000000257893_1,BLI21_coassembly_000000257893,5000,5827,+,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,hgcA
BLI21_coassembly_000000257893_2,BLI21_coassembly_000000257893,5891,6184,+,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,hgcB
BLI21_coassembly_000000257893_3,BLI21_coassembly_000000257893,6233,7702,-,BLI_hgcA_clstr_0064,Desulfobacterota,SRB,transc_reg_sig54
BLI21_coassembly_000000258736_1,BLI21_coassembly_000000258736,6648,7751,+,BLI_hgcA_clstr_0079,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000258736_2,BLI21_coassembly_000000258736,6215,6646,+,BLI_hgcA_clstr_0079,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000258736_3,BLI21_coassembly_000000258736,5859,6167,+,BLI_hgcA_clstr_0079,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000258736_4,BLI21_coassembly_000000258736,5000,5848,+,BLI_hgcA_clstr_0079,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000002632_3,BLI21_assembly103_000000002632,2282,4216,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000002632_4,BLI21_assembly103_000000002632,4182,4475,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000002632_5,BLI21_assembly103_000000002632,4608,5003,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly103_000000002632_6,BLI21_assembly103_000000002632,5000,6025,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000002632_7,BLI21_assembly103_000000002632,6025,6273,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000002632_8,BLI21_assembly103_000000002632,6295,6615,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000002632_9,BLI21_assembly103_000000002632,6629,7825,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly103_000000002632_10,BLI21_assembly103_000000002632,7890,8342,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly103_000000002632_11,BLI21_assembly103_000000002632,8267,8743,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000002632_12,BLI21_assembly103_000000002632,8747,9484,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000002632_13,BLI21_assembly103_000000002632,9426,10502,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002720_3,BLI21_assembly106_000000002720,10141,10929,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002720_4,BLI21_assembly106_000000002720,9154,10131,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002720_5,BLI21_assembly106_000000002720,8098,9138,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002720_6,BLI21_assembly106_000000002720,7664,8101,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000002720_7,BLI21_assembly106_000000002720,6328,7509,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000002720_8,BLI21_assembly106_000000002720,6001,6315,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000002720_9,BLI21_assembly106_000000002720,5000,6004,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000002720_10,BLI21_assembly106_000000002720,4626,5003,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000002720_11,BLI21_assembly106_000000002720,4183,4476,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000002720_12,BLI21_assembly106_000000002720,2280,4181,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000275727_1,BLI20_coassembly_000000275727,4457,4591,-,BLI_hgcA_clstr_0049,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000275727_2,BLI20_coassembly_000000275727,4659,5027,+,BLI_hgcA_clstr_0049,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000275727_3,BLI20_coassembly_000000275727,5000,6019,+,BLI_hgcA_clstr_0049,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000275727_4,BLI20_coassembly_000000275727,6016,6117,+,BLI_hgcA_clstr_0049,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000277987_1,BLI21_coassembly_000000277987,5000,5974,+,BLI_hgcA_clstr_0065,PVC,UNK,hgcA
BLI21_coassembly_000000277987_2,BLI21_coassembly_000000277987,5990,6343,+,BLI_hgcA_clstr_0065,PVC,UNK,hgcB
BLI21_coassembly_000000277987_3,BLI21_coassembly_000000277987,6388,7632,+,BLI_hgcA_clstr_0065,PVC,UNK,NA
BLI20_coassembly_000000282982_1,BLI20_coassembly_000000282982,5000,5758,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000282982_2,BLI20_coassembly_000000282982,5755,6069,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000282982_3,BLI20_coassembly_000000282982,6066,6527,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI20_coassembly_000000282982_4,BLI20_coassembly_000000282982,6524,6634,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000300187_1,BLI21_coassembly_000000300187,5000,5953,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcA
BLI21_coassembly_000000300187_2,BLI21_coassembly_000000300187,5970,6290,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcB
BLI21_coassembly_000000300187_3,BLI21_coassembly_000000300187,6328,7497,-,BLI_hgcA_clstr_0018,Firmicutes,FERM,metal_translocating_P_ATPase
BLI21_assembly106_000000000302_6,BLI21_assembly106_000000000302,2282,4216,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000302_7,BLI21_assembly106_000000000302,4182,4475,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000302_8,BLI21_assembly106_000000000302,4608,5003,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000000302_9,BLI21_assembly106_000000000302,5000,6025,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000000302_10,BLI21_assembly106_000000000302,6025,6273,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000302_11,BLI21_assembly106_000000000302,6295,6615,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000302_12,BLI21_assembly106_000000000302,6629,7825,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000000302_13,BLI21_assembly106_000000000302,7890,8342,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000000302_14,BLI21_assembly106_000000000302,8267,8743,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000302_15,BLI21_assembly106_000000000302,8747,9484,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000302_16,BLI21_assembly106_000000000302,9426,10502,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI20_assembly005_000000030491_1,BLI20_assembly005_000000030491,5000,5896,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI20_assembly005_000000030491_2,BLI20_assembly005_000000030491,2929,4614,-,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000003081_6,BLI21_assembly102_000000003081,10273,10800,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_assembly102_000000003081_7,BLI21_assembly102_000000003081,8597,10087,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_assembly102_000000003081_8,BLI21_assembly102_000000003081,7156,8619,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,transc_reg_sig54
BLI21_assembly102_000000003081_9,BLI21_assembly102_000000003081,6290,7120,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_assembly102_000000003081_10,BLI21_assembly102_000000003081,5989,6282,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,hgcB
BLI21_assembly102_000000003081_11,BLI21_assembly102_000000003081,5000,5977,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,hgcA
BLI21_assembly102_000000003081_12,BLI21_assembly102_000000003081,3608,4771,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_assembly102_000000003081_13,BLI21_assembly102_000000003081,131,3289,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_assembly103_000000030982_1,BLI21_assembly103_000000030982,3332,3703,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000030982_2,BLI21_assembly103_000000030982,3722,4042,-,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000030982_3,BLI21_assembly103_000000030982,4029,4511,-,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000030982_4,BLI21_assembly103_000000030982,4637,4999,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly103_000000030982_5,BLI21_assembly103_000000030982,5000,5986,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,hgcA
BLI21_assembly103_000000030982_6,BLI21_assembly103_000000030982,5983,6297,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,hgcB
BLI21_assembly103_000000030982_7,BLI21_assembly103_000000030982,6294,6755,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly103_000000030982_8,BLI21_assembly103_000000030982,6748,6918,+,BLI_hgcA_clstr_0060,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly105_000000003111_3,BLI21_assembly105_000000003111,647,2005,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000003111_4,BLI21_assembly105_000000003111,2024,3913,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000003111_5,BLI21_assembly105_000000003111,4121,4924,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000003111_6,BLI21_assembly105_000000003111,5000,5956,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000003111_7,BLI21_assembly105_000000003111,6264,8219,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000003111_8,BLI21_assembly105_000000003111,8216,9364,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000003111_9,BLI21_assembly105_000000003111,9361,10137,+,BLI_hgcA_clstr_0066,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000031670_1,BLI20_coassembly_000000031670,1836,3737,-,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000031670_2,BLI20_coassembly_000000031670,4034,4438,-,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000031670_3,BLI20_coassembly_000000031670,4605,4988,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000031670_4,BLI20_coassembly_000000031670,5000,6061,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000031670_5,BLI20_coassembly_000000031670,6071,6379,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000031670_6,BLI20_coassembly_000000031670,6407,7588,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI20_coassembly_000000031670_7,BLI20_coassembly_000000031670,7664,7834,+,BLI_hgcA_clstr_0026,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_9,BLI21_coassembly_000000003281,293,646,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_10,BLI21_coassembly_000000003281,787,1740,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_11,BLI21_coassembly_000000003281,1780,3177,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_12,BLI21_coassembly_000000003281,3563,3877,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_13,BLI21_coassembly_000000003281,4128,4364,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_14,BLI21_coassembly_000000003281,4644,5012,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000003281_15,BLI21_coassembly_000000003281,5000,6055,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000003281_16,BLI21_coassembly_000000003281,6059,6391,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000003281_17,BLI21_coassembly_000000003281,6391,6708,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_18,BLI21_coassembly_000000003281,6693,6959,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_19,BLI21_coassembly_000000003281,6956,7810,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003281_20,BLI21_coassembly_000000003281,7857,8918,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000003281_21,BLI21_coassembly_000000003281,8941,9378,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000003281_22,BLI21_coassembly_000000003281,9309,10403,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000033934_1,BLI21_assembly102_000000033934,4458,4748,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,NA
BLI21_assembly102_000000033934_2,BLI21_assembly102_000000033934,5000,6061,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcA
BLI21_assembly102_000000033934_3,BLI21_assembly102_000000033934,6078,6398,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcB
BLI21_assembly102_000000033934_4,BLI21_assembly102_000000033934,6436,7929,-,BLI_hgcA_clstr_0018,Firmicutes,FERM,metal_translocating_P_ATPase
BLI20_coassembly_000000034594_1,BLI20_coassembly_000000034594,9143,9811,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,NA
BLI20_coassembly_000000034594_2,BLI20_coassembly_000000034594,8568,8957,-,BLI_hgcA_clstr_0018,Firmicutes,FERM,transc_reg_arsR
BLI20_coassembly_000000034594_3,BLI20_coassembly_000000034594,6454,8562,-,BLI_hgcA_clstr_0018,Firmicutes,FERM,metal_translocating_P_ATPase
BLI20_coassembly_000000034594_4,BLI20_coassembly_000000034594,6096,6416,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcB
BLI20_coassembly_000000034594_5,BLI20_coassembly_000000034594,5000,6079,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcA
BLI20_coassembly_000000034594_6,BLI20_coassembly_000000034594,4118,4735,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,NA
BLI20_assembly004_000000034765_1,BLI20_assembly004_000000034765,4048,4209,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,NA
BLI20_assembly004_000000034765_2,BLI20_assembly004_000000034765,4196,4579,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,NA
BLI20_assembly004_000000034765_3,BLI20_assembly004_000000034765,4659,5024,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_assembly004_000000034765_4,BLI20_assembly004_000000034765,5000,6007,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcA
BLI20_assembly004_000000034765_5,BLI20_assembly004_000000034765,6004,6081,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000035423_1,BLI21_assembly102_000000035423,4333,4521,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000035423_2,BLI21_assembly102_000000035423,4659,5024,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly102_000000035423_3,BLI21_assembly102_000000035423,5000,6007,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000035423_4,BLI21_assembly102_000000035423,6098,6349,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcB
BLI21_assembly102_000000035423_5,BLI21_assembly102_000000035423,6346,6807,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly102_000000035423_6,BLI21_assembly102_000000035423,6804,7532,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI20_coassembly_000000355476_1,BLI20_coassembly_000000355476,5000,5827,+,BLI_hgcA_clstr_0004,Actinobacteria,RESP,hgcA
BLI20_coassembly_000000355476_2,BLI20_coassembly_000000355476,4398,4679,-,BLI_hgcA_clstr_0004,Actinobacteria,RESP,NA
BLI21_assembly106_000000035802_1,BLI21_assembly106_000000035802,4639,4779,-,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000035802_2,BLI21_assembly106_000000035802,5000,6061,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000035802_3,BLI21_assembly106_000000035802,6116,6442,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000035802_4,BLI21_assembly106_000000035802,6435,6698,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000035802_5,BLI21_assembly106_000000035802,6719,6952,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000035802_6,BLI21_assembly106_000000035802,6958,7359,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000035802_7,BLI21_assembly106_000000035802,7374,8165,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_1,BLI21_assembly105_000000000363,2112,3887,-,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_2,BLI21_assembly105_000000000363,4239,4502,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_3,BLI21_assembly105_000000000363,4566,4949,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly105_000000000363_4,BLI21_assembly105_000000000363,5000,6097,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000000363_5,BLI21_assembly105_000000000363,6458,6724,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_6,BLI21_assembly105_000000000363,6749,7399,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_7,BLI21_assembly105_000000000363,7409,8119,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_8,BLI21_assembly105_000000000363,8146,9321,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly105_000000000363_9,BLI21_assembly105_000000000363,9450,9827,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000363_10,BLI21_assembly105_000000000363,9821,10267,+,BLI_hgcA_clstr_0015,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000037132_1,BLI21_assembly106_000000037132,4034,4447,-,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000037132_2,BLI21_assembly106_000000037132,4605,4988,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000037132_3,BLI21_assembly106_000000037132,5000,6061,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000037132_4,BLI21_assembly106_000000037132,6072,6371,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000037132_5,BLI21_assembly106_000000037132,6390,6830,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000037132_6,BLI21_assembly106_000000037132,7122,7424,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000375864_1,BLI21_coassembly_000000375864,5000,5917,+,BLI_hgcA_clstr_0074,Firmicutes,FERM,hgcA
BLI21_coassembly_000000375864_2,BLI21_coassembly_000000375864,5914,6177,+,BLI_hgcA_clstr_0074,Firmicutes,FERM,hgcB
BLI21_coassembly_000000375864_3,BLI21_coassembly_000000375864,6411,7013,+,BLI_hgcA_clstr_0074,Firmicutes,FERM,NA
BLI21_coassembly_000000388521_1,BLI21_coassembly_000000388521,4736,4894,-,BLI_hgcA_clstr_0013,Desulfobacterota,SRB,NA
BLI21_coassembly_000000388521_2,BLI21_coassembly_000000388521,5000,6106,+,BLI_hgcA_clstr_0013,Desulfobacterota,SRB,hgcA
BLI21_coassembly_000000388521_3,BLI21_coassembly_000000388521,6136,6408,+,BLI_hgcA_clstr_0013,Desulfobacterota,SRB,hgcB
BLI21_coassembly_000000388521_4,BLI21_coassembly_000000388521,6491,6832,-,BLI_hgcA_clstr_0013,Desulfobacterota,SRB,NA
BLI20_coassembly_000000390920_1,BLI20_coassembly_000000390920,5000,5923,+,BLI_hgcA_clstr_0073,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000390920_2,BLI20_coassembly_000000390920,4569,5003,+,BLI_hgcA_clstr_0073,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000003920_12,BLI21_coassembly_000000003920,7459,7854,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,ArsC_arsenate_reductase
BLI21_coassembly_000000003920_13,BLI21_coassembly_000000003920,6372,7466,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,ACR3_arsenite_efflux
BLI21_coassembly_000000003920_14,BLI21_coassembly_000000003920,6061,6351,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,hgcB
BLI21_coassembly_000000003920_15,BLI21_coassembly_000000003920,5000,6064,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,hgcA
BLI21_coassembly_000000003920_16,BLI21_coassembly_000000003920,4731,4973,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_coassembly_000000003920_17,BLI21_coassembly_000000003920,3714,4718,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_coassembly_000000003920_18,BLI21_coassembly_000000003920,3399,3710,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,transc_reg_arsR
BLI21_coassembly_000000003920_19,BLI21_coassembly_000000003920,1839,3284,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_coassembly_000000003920_20,BLI21_coassembly_000000003920,547,1659,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_coassembly_000000397409_1,BLI21_coassembly_000000397409,4445,4789,-,BLI_hgcA_clstr_0010,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000397409_2,BLI21_coassembly_000000397409,5000,6151,+,BLI_hgcA_clstr_0010,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000397409_3,BLI21_coassembly_000000397409,6151,6486,+,BLI_hgcA_clstr_0010,Kiritimatiellae,KIR,hgcB
BLI20_assembly005_000000041775_1,BLI20_assembly005_000000041775,4538,4840,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI20_assembly005_000000041775_2,BLI20_assembly005_000000041775,5000,5893,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,hgcA
BLI20_assembly005_000000041775_3,BLI20_assembly005_000000041775,5890,6183,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,hgcB
BLI20_assembly005_000000041775_4,BLI20_assembly005_000000041775,6208,6633,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI20_assembly005_000000041775_5,BLI20_assembly005_000000041775,6659,7111,+,BLI_hgcA_clstr_0076,Geobacteraceae,RESP,NA
BLI21_assembly105_000000000418_14,BLI21_assembly105_000000000418,10129,10917,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000418_15,BLI21_assembly105_000000000418,9142,10119,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000418_16,BLI21_assembly105_000000000418,8086,9126,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000418_17,BLI21_assembly105_000000000418,7652,8089,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly105_000000000418_18,BLI21_assembly105_000000000418,6328,7509,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly105_000000000418_19,BLI21_assembly105_000000000418,6001,6315,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcB
BLI21_assembly105_000000000418_20,BLI21_assembly105_000000000418,5000,6004,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000000418_21,BLI21_assembly105_000000000418,4629,5003,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly105_000000000418_22,BLI21_assembly105_000000000418,4183,4476,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000418_23,BLI21_assembly105_000000000418,2280,4181,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000042070_1,BLI21_assembly102_000000042070,5000,5806,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000042070_2,BLI21_assembly102_000000042070,4608,5003,+,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly102_000000042070_3,BLI21_assembly102_000000042070,4182,4475,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
